"Collecteur","N°Famille","Famille","N°Genre","N°Espèce","Genre","Espèce","date récolte","Auteur","N° scan","Subsp.","Nb spécimens","Partie conservée","Intégrité","Etat","Dpt","Nom Dpt","Commune","Lieu dit","Lieu récolte","Habitat","remarques","remarques perso","Nom latin"
"Diard",113,"Alismataceae",3,1322,"Sagittaria","sagittifolia","16/07/1865","L.","1322_DIARD_1 ; 1322_DIARD_2",,5,"feuille + inflorescence + infrutescence","complet","B",44,"Loire-Atlantique","Rezé","Trentemoult","Trentemoult",,,"utilisation muséographique:  Atout Sud, 28/03/08","Sagittaria sagittifoliaL."
"Rousseau",113,"Alismataceae",3,1322,"Sagittaria","sagittifolia",19/08/1947,"L.","1322_ROUSSEAU",,5,"feuille + tige + inflorescence + infrutescence","complet","B",44,"Loire-Atlantique","St-Lumine-de-Coutais",,"St Lumine de Coutais","Bords du lac de Grand Lieu","Ornementale aquatique",,"Sagittaria sagittifoliaL."
"Diard",114,"Butomaceae",1,1323,"Butomus","umbellatus","28/05/1865","L.","1323_DIARD",,3,"plante entière + tige + inflorescence","complet","M",44,"Loire-Atlantique","Couëron",,"Couëron",,,"utilisation muséographique:  Atout Sud, 28/03/08","Butomus umbellatus L."
"Diard",115,"Hydrocharitaceae",1,1324,"Hydrocharis","morsus-ranae","06/08/1865","L.","1324_DIARD",,3,"tige + feuilles + inflorescence + stolons","incomplet","B",44,"Loire-Atlantique","La Chapelle-sur-Erdre",,"Marais de la Verrière",,,,"Hydrocharis morsus-ranae L."
"Diard",115,"Hydrocharitaceae",2,1325,"Elodea","canadensis","10/1875","Mich.","1325_DIARD",,8,"plante entière","complet","B",44,"Loire Atlantique",,,"Bords de l'Erdre près la Carterie",,,,"Elodea canadensis Mich."
"Diard",116,"Juncaginaceae",1,1328,"Triglochin","maritimum","21/05/1866","L.","1328_DIARD",,3,"plante entière + inflorescence + infrutescence","complet","B",44,"Loire-Atlantique","Corsept",,"Corsept",,,"utilisation muséographique:  Atout Sud, 28/03/08","Triglochin maritimaL."
"Diard",116,"Juncaginaceae",1,1329,"Triglochin","palustris","01/08/1872","L.","1329_(1)_DIARD",,5,"plante entière ","complet","B",44,"Loire Atlantique","Bouaye","L'Etier","Bords du lac de Grand Lieu près le Village de l'Etier",,,,"Triglochin palustris L."
"Diard",116,"Juncaginaceae",1,1329,"Triglochin","palustris","07/08/1875","L.","1329_(2)_DIARD",,1,"plante entière sans inflorescence","complet","B",44,"Loire-Atlantique","Nort-sur-Erdre","La Poupinière","La Sopinière",,,,"Triglochin palustris L."
"Diard",116,"Juncaginaceae",1,1330,"Triglochin","bulbosa","s.d.","L.","1330_DIARD",,1,"plante entière + infrutescence","complet","B",56,"Morbihan","Gâvres",,"Presqu'ile de Gâvre, Morbihan",,"Triglochin barrelierii Lois. _ Mr Lloyd",,"Triglochin bulbosa L."
"Diard",118,"Zosteraceae",1,1332,"Zostera","marina","01/06/1874","L.","1332_DIARD",,"≥2","plante entière","complet","M",85,"Vendée","(Ile de Noirmoutier)",,"Noirmoutier",,,,"Zostera marina L."
"Figureau",118,"Zosteraceae",1,1332,"Zostera","marina",20/10/1976,"L.","1332_FIGUREAU_1 ; 1332_FIGUREAU_2",,3,"feuilles, racine ","complet","M",85,"Vendée","Noirmoutier en l'Ile (Ile de Noirmoutier)","Les Sableaux","Noirmoutier les Sableaux","Herbier découvert par vives eaux",,"les spécimens sont distribués sur 2 feuillets","Zostera marina L."
"Diard",118,"Zosteraceae",1,1334,"Zostera","noltii","22/08/1880","Hornem.","1334_DIARD_1 ; 1334_DIARD_2 ; 1334_DIARD_3",,21,"plante entière","complet","B",44,"Loire-Atlantique","Le Croisic",,"Croisic",,"Zostera nana Roth","les spécimens sont distribués sur 2 feuillets","Zostera noltii Hornem."
"Diard",119,"Potamogetonaceae",1,1335,"Potamogeton","natans","08/07/1866","L.","1335_DIARD",,1,"plante entière + infrutescence","complet","B",44,"Loire-Atlantique","Sucé-sur-Erdre","La Noue","Marais de Naye",,,,"Potamogeton natans L."
"Diard",119,"Potamogetonaceae",1,1336,"Potamogeton","polygonifolius","14/06/1870","Pourr.","1336_DIARD_1 ; 1336_DIARD_2 ; 1336_DIARD_3",,11,"plante entière + infrutescence","complet","M",44,"Loire-Atlantique","Nort-sur-Erdre","La Poupinière","Marais de la Sopinière",,,,"Potamogeton polygonifolius Pourr."
"Diard",119,"Potamogetonaceae",1,1337,"Potamogeton","coloratus","20/06/1869","Hornem.","1337_DIARD",,6,"tige + infrutescence","incomplet","Ma",44,"Loire-Atlantique","Arthon-en-Retz",,"près Arthon",,"Potamogeton plantagineus Du Croz",,"Potamogeton coloratus Hornem."
"Diard",119,"Potamogetonaceae",1,1338,"Potamogeton","lucens","05/07/1868","L.","1338_DIARD",,2,"tige, feuilles, inflorescence","incomplet","M",44,"Loire-Atlantique",,,"sur l'Erdre",,,,"Potamogeton lucens L."
"Diard",119,"Potamogetonaceae",1,1339,"Potamogeton","gramineus","17/07/1870","L.","1339_DIARD_1 ; 1339_DIARD_2 ; 1339_DIARD_3",,6,"plante entière sans racine","complet","M",44,"Loire-Atlantique","St Aignan-Grandlieu",,"Lac de Grand-Lieu, près de St Aignan",,"Potamogeton heterophyllus Schreb.",,"Potamogeton gramineus L."
"Diard",119,"Potamogetonaceae",1,1341,"Potamogeton","perfoliatus","05/07/1868","L.","1341_DIARD",,1,"plante entière sans racine","complet","M",44,"Loire-Atlantique",,,"sur l'Erdre",,,,"Potamogeton perfoliatus L."
"Diard",119,"Potamogetonaceae",1,1344,"Potamogeton","obtusifolius","21/07/1873","Mert. et Koch","1344_DIARD",,1,"tige, feuilles, infrutescence","complet","B",44,"Loire-Atlantique","St-Philbert-de-Grand-Lieu",,"Embouchure de la Boulogne",,,,"Potamogeton obtusifolius Mert. et Koch"
"Diard",119,"Potamogetonaceae",1,1347,"Potamogeton","acutifolius","29/06/1872","Link","1347_(1)_DIARD_1 ; 1347_(1)_DIARD_2 ; 1347_(1)_DIARD_3",,5,"tige, feuille, racine","complet","B",44,"Loire-Atlantique","Carquefou","La Seilleraye","La Seilleraie",,,,"Potamogeton acutifolius Link"
"Diard",119,"Potamogetonaceae",1,1347,"Potamogeton","acutifolius","21/07/1873","Link","1347_(2)_DIARD_1 ; 1347_(2)_DIARD_2",,1,"plante entière sans inflorescence","complet","B",44,"Loire-Atlantique","St-Philbert-de-Grand-Lieu","Les Jammonières","Emb. de la Boulogne près le Canal Jamonières",,,,"Potamogeton acutifolius Link"
"Diard",119,"Potamogetonaceae",1,1348,"Potamogeton","crispus","26/06/1870","L.","1348_DIARD_1 ; 1348_DIARD_2",,6,"tige + feuille + infrutescence","complet","B",44,"Loire-Atlantique","La Chapelle-sur-Erdre",,"Marais de la Verrière",,,,"Potamogeton crispus L."
"Diard",119,"Potamogetonaceae",1,1349,"Potamogeton","pectinatus","10/07/1870","L.","1349_DIARD_1 ; 1349_DIARD_2 ; 1349_DIARD_3",,5,"plante entière sans inflorescence","complet","B",44,"Loire-Atlantique","Paimbœuf",,"Environs de Paimbœuf",,,,"Potamogeton pectinatus L."
"Diard",119,"Potamogetonaceae",1,1350,"Potamogeton","densus","06/06/1870","L.","1350_DIARD",,4,"tige + infrutescence","complet","B",44,"Loire-Atlantique","Carquefou","La Seilleraye","La Seilleraie",,,,"Potamogeton densus L."
"Diard",120,"Potamogetonaceae",1,1351,"Ruppia","spiralis","28/06/1871","Dum.","1351_DIARD",,"≥6","tige + infrutescence","complet","B",44,"Loire-Atlantique","Bourgneuf-en-Retz",,"Bourgneuf",,"Ruppia maritima auct. non L.",,"Ruppia spiralis Dum."
"Diard",120,"Potamogetonaceae",1,1352,"Ruppia","maritima","22/07/1875","L.","1352_DIARD",,"≥3","plante entière sans inflorescence","complet","B",44,"Loire-Atlantique","St-Père-en-Retz","Boivre (rivière)","Rivière de Boivre",,,,"Ruppia maritima L."
"Diard",121,"Zannichelliaceae",1,1353,"Zannichellia","palustris","20/06/1869","L.","1353_DIARD",,"≥2","plante entière sans inflorescence","complet;débris","M",44,"Loire-Atlantique","Arthon-en-Retz",,"Arthon",,,,"Zannichellia palustris L."
"Figureau",121,"Zannichelliaceae",1,1353,"Zannichellia","palustris",04/06/1981,"L.","1353_(1)_FIGUREAU",,4,"plante entière sans racine","complet","TB",85,"Vendée","Bouin",,"Marais de Bouin (85)","eaux saumatres",,,"Zannichellia palustris L."
"Figureau",121,"Zannichelliaceae",1,1353,"Zannichellia","palustris",04/06/1981,"L.","1353_(2)_FIGUREAU",,4,"plante entière sans racine","complet","TB",85,"Vendée","Bouin",,"Marais de Bouin (85)","eaux saumatres des fossés",,,"Zannichellia palustris L."
"Diard",121,"Zannichelliaceae",1,"1353_bis","Zannichellia","palustris","26/06/1873","L.","1353_bis_DIARD","ssp. palustris","≥3","tige, feuilles, infrutescence","complet","B",44,"Loire-Atlantique","Donges","Tréveneuc","Trereveneuc p. Donges",,"Zannichellia dentata Wild.",,"Zannichellia palustris L.ssp. palustris"
"Diard",122,"Hydrocharitaceae",1,1355,"Naias","marina","01/08/1869","L.","1355_DIARD",,3,"tige, feuilles","complet","M",44,"Loire-Atlantique","La-Chapelle-Basse-Mer","La-Pierre-Percée","Pierre Percée",,"Naias major All.",,"Naias marina L."
"Diard",122,"Hydrocharitaceae",1,1356,"Naias","minor","01/08/1869","All.","1356_DIARD",,1,"tige, feuilles","complet","M",44,"Loire-Atlantique","La-Chapelle-Basse-Mer","La-Pierre-Percée","Pierre Percée",,,,"Naias minor All."
"Diard",123,"Typhaceae",1,1357,"Typha","latifolia","09/07/1865","L.","1357_DIARD",,2,"tige, inflorescence","complet","B",44,"Loire-Atlantique","St-Herblain","La Bouvardière","La Bouvardière",,,"les spécimens sont  fragmentés en 3 parties","Typha latifolia L."
"Diard",123,"Typhaceae",1,1358,"Typha","angustifolia","05/06/1865","L.","1358_DIARD",,2,"feuilles, inflorescence","complet","B",44,"Loire-Atlantique","La Chapelle-sur-Erdre","Marais de la Verrière","Baie de la Verrière",,,,"Typha angustifolia L."
"Diard",124,"Sparganiaceae",1,1360,"Sparganium","emersum","08/07/1866","Rehm.","1360_DIARD",,1,"tige, feuilles, inflorescence","complet","B",44,"Loire-Atlantique","Sucé-sur-Erdre","La Noue","Marais de Naye",,"Sparganium simplex Huds.",,"Sparganium emersum Rehm."
"Diard",124,"Sparganiaceae",1,1361,"Sparganium","minimum","29/08/1875","Wallr.","1361_DIARD",,2,"plante entière  + inflorescence + infrutescence","complet","B",44,"Loire-Atlantique","Nort-sur-Erdre","La Poupinière","Marais de la Sopinière",,,,"Sparganium minimum Wallr."
"Diard",124,"Sparganiaceae",1,"1359_bis","Sparganium","erectum","07/06/1868","L. ","1359_bis_DIARD","ssp. erectum",1,"tige, feuilles, inflorescence","complet","B",44,"Loire-Atlantique","Machecoul",,"Machecoul",,"Sparganium ramosum Huds.",,"Sparganium erectum L. ssp. erectum"
"Diard",125,"Araceae",2,1363,"Arum","maculatum","30/04/1871","L.","1363_DIARD",,4,"plante entière sans infrutescence","complet","M",44,"Loire-Atlantique","Oudon",,"Oudon",,,,"Arum maculatum L."
"Diard",125,"Araceae",2,1364,"Arum","italicum","12/05/1872","L.","1364_DIARD",,1,"plante entière sans infrutescence","complet","M",44,"Loire-Atlantique","Oudon",,"St Julien",,,,"Arum italicum L."
"Diard",126,"Lemnaceae",1,1365,"Lemna","trisulca","07/04/1872","L.","1365_(1)_DIARD",,"≥15","tige, feuilles","complet","M",44,"Loire-Atlantique","Ste-Luce-sur-Loire",,"Près bas de Ste Luce",,,,"Lemna trisulca L."
"Diard",126,"Lemnaceae",1,1365,"Lemna","trisulca","12/05/1872","L.","1365_(2)_DIARD",,"≥15","tige, feuilles","complet","M",44,"Loire-Atlantique","La-Chapelle-Basse-Mer","La-Pierre-Percée","Pierre Percée",,,,"Lemna trisulca L."
"Diard",126,"Lemnaceae",1,1366,"Lemna","minor","20/07/1871","L.","1366_DIARD",,"≥2","plante entière sans inflorescence","complet","M",44,"Loire-Atlantique","Nantes",,"Nantes",,,,"Lemna minor L."
"Diard",126,"Lemnaceae",1,1367,"Lemna","gibba","17/07/1870","L.","1367_DIARD",,"≥17","plante entière sans inflorescence","complet","B",44,"Loire-Atlantique","St Aignan-Grandlieu",,"Lac de Grand Lieu, près St Aignan ",,,,"Lemna gibba L."
"Diard",126,"Lemnaceae",1,1368,"Lemna","polyrrhiza","27/06/1869","L.","1368_DIARD",,"≥45","plante entière sans inflorescence","complet","M",44,"Loire Atlantique","St-Julien-de-Concelles","Boire Livard","Boire Livart",,,,"Lemna polyrrhiza L."
"Diard",126,"Lemnaceae",2,1369,"Wolfia","arrhiza","08/08/1869","(L.) Wimm.","1369_DIARD",,"≥15","tige, feuilles","complet","Ma",44,"Loire Atlantique","La Varenne","Boire d'Anjou","Boire d'Anjou",,,,"Wolfia arrhiza (L.) Wimm."
"Diard",127,"Cyperaceae",1,1370,"Carex","pulicaris","20/06/1869","L.","1370_DIARD",,11,"plante entière","complet","M",44,"Loire-Atlantique","Arthon-en-Retz",,"Arthon",,,,"Carex pulicaris L."
"Diard",127,"Cyperaceae",1,1372,"Carex","eleta","23/05/1875","All.","1372_DIARD",,2,"plante entière","complet","B",44,"Loire-Atlantique","Nort-sur-Erdre","Quiheix","Marais de Quiheix",,"Carex stricta Good. non Lam.",,"Carex eleta All."
"Diard",127,"Cyperaceae",1,1373,"Carex","nigra","22/07/1875","(L.) Reichard","1373_(1)_DIARD_1 ; 1373_(1)_DIARD_2",,1,"plante entière","complet","B",44,"Loire-Atlantique","St-Père-en-Retz","Boivre (rivière)","Marais de Boivre",,"Carex vulgaris Fries",,"Carex nigra (L.) Reichard"
"Diard",127,"Cyperaceae",1,1373,"Carex","nigra","15/06/1876","(L.) Reichard","1373_(2)_DIARD_1 ; 1373_(2)_DIARD_2",,3,"plante entière","complet","B",44,"Loire-Atlantique","Sautron",,"Sautron",,"Carex vulgaris Fries",,"Carex nigra (L.) Reichard"
"Diard",127,"Cyperaceae",1,1373,"Carex","nigra","23/05/1880","(L.) Reichard","1373_(3)_DIARD_1 ; 1373_(3)_DIARD_2",,5,"plante entière","complet","B",44,"Loire-Atlantique","Sautron",,"Sautron",,"Carex vulgaris Fries",,"Carex nigra (L.) Reichard"
"Diard",127,"Cyperaceae",1,1374,"Carex","acuta","27/05/1866","L.","1374_DIARD_1 ; 1374_DIARD_2",,5,"plante entière sans racine","complet","B",44,"Loire-Atlantique","La Chapelle-sur-Erdre",,"La Verrière",,,,"Carex acuta L."
"Diard",127,"Cyperaceae",1,1375,"Carex","pallescens","15/05/1876","L.","1375_(1)_DIARD",,1,"plante entière + inflorescence","complet","B",44,"Loire-Atlantique","Grand-Auverné",,"Grand Auverné",,,,"Carex pallescens L."
"Diard",127,"Cyperaceae",1,1375,"Carex","pallescens","17/05/1880","L.","1375_(2)_DIARD",,1,"plante entière + infrutescence","complet","M",44,"Loire-Atlantique","Chéméré","Forêt de Princé","Forêt de Princey",,,,"Carex pallescens L."
"Diard",127,"Cyperaceae",1,1376,"Carex","lepidocarpa","05/06/1876","Tausch","1376_(1)_DIARD",,3,"plante entière + infrutescence","complet","B",44,"Loire-Atlantique","Arthon-en-Retz",,"Arthon",,"Carex flava",,"Carex lepidocarpa Tausch"
"?",127,"Cyperaceae",1,1376,"Carex","lepidocarpa","s.d.","Tausch","1376_(2)_DIARD",,1,"plante entière + infrutescence","complet","M",,,,,,,,,"Carex lepidocarpa Tausch"
"Diard",127,"Cyperaceae",1,1378,"Carex","serotina","20/06/1869","Mérat","1378_DIARD",,2,"plante entière + infrutescence","complet","B",44,"Loire-Atlantique","Arthon-en-Retz",,"Arthon",,"Carex œderi",,"Carex serotina Mérat"
"Diard",127,"Cyperaceae",1,1379,"Carex","extensa","28/06/1868","Good.","1379_DIARD",,2,"plante entière + infrutescence","complet","B",44,"Loire Atlantique","Batz sur Mer",,"Côte de Batz",,,,"Carex extensa Good."
"Figureau",127,"Cyperaceae",1,1379,"Carex","extensa",27/06/1978,"Good.","1379_FIGUREAU",,3,"plante entière + inflorescence + infrutescence","complet","B",56,"Morbihan","Locmaria (Belle-Ile)","Port du Pouldon","Pte du Pouldon, Belle-Ile","Rochers mar. suintants",,,"Carex extensa Good."
"Diard",127,"Cyperaceae",1,1380,"Carex","hostiana","14/06/1870","DC.","1380_(2)_DIARD",,3,"plante entière + infrutescence","complet","B",44,"Loire-Atlantique","Nort-sur-Erdre","La Poupinière","Marais de la Sopinière",,"Carex hornschuchiana",,"Carex hostiana DC."
"Diard",127,"Cyperaceae",1,1380,"Carex","hostiana","02/06/1869","DC.","1380_(1)_DIARD",,1,"plante entière + infrutescence","complet","B",44,"Loire-Atlantique","Missillac","La Matinaie","La Matinaie",,"Carex hornschuchiana",,"Carex hostiana DC."
"Diard",127,"Cyperaceae",1,1381,"Carex","punctata","24/07/1875","Gaud.","1381_DIARD",,2,"plante entière + infrutescence","complet","B",44,"Loire-Atlantique","Pornic","La Source","La Source près Pornic",,,,"Carex punctata Gaud."
"Diard",127,"Cyperaceae",1,1382,"Carex","distans","17/05/1869","L.","1382_DIARD_1 ; 1382_DIARD_2",,8,"tige + infrutescence","complet","B",44,"Loire-Atlantique","St Nazaire",,"St Nazaire",,,,"Carex distans L."
"Diard",127,"Cyperaceae",1,1384,"Carex","lævigata","14/06/1875","Sm.","1384_DIARD_1 ; 1384_DIARD_2",,4,"plante entière + infrutescence","complet","B",44,"Loire-Atlantique","Carquefou","La Seilleraye","Marais de la Seilleraie",,,,"Carex lævigata Sm."
"Diard",127,"Cyperaceae",1,1385,"Carex","nitida","05/06/1876","Host.","1385_DIARD",,"≥13","plante entière + infrutescence","complet","B",44,"Loire-Atlantique","Arthon-en-Retz",,"Arthon",,,,"Carex nitida Host."
"Figureau",127,"Cyperaceae",1,1385,"Carex","nitida",04/06/1981,"Host.","1385_FIGUREAU",,7,"plante entière + inflorescence + infrutescence","complet","TB",85,"Vendée","St-Jean-de-Monts","Forêt des Pays de Monts","Forêt de St Jean de Monts","Bois de pins",,,"Carex nitida Host."
"Diard",127,"Cyperaceae",1,1386,"Carex","depauperata","24/04/1870","Good.","1386_DIARD_1 ; 1386_DIARD_2 ; 1386_DIARD_3 ; 1386_DIARD_4",,7,"plante entière + infrutescence","complet","B",44,"Loire-Atlantique","Mauves-sur-Loire",,"Coteaux de Mauves",,,,"Carex depauperata Good."
"Diard",127,"Cyperaceae",1,1387,"Carex","sylvatica","25/04/1869","Huds.","1387_(1)_DIARD_1 ; 1387_(1)_DIARD_2",,3,"plante entière + infrutescence","complet","B",44,"Loire-Atlantique","La-Chapelle-Heulin","Les Cléons","Les Cléons",,,,"Carex sylvatica Huds."
"Diard",127,"Cyperaceae",1,1387,"Carex","sylvatica","22/05/1870","Huds.","1387_(2)_DIARD_1 ; 1387_(2)_DIARD_2",,1,"plante entière + infrutescence","complet","B",44,"Loire-Atlantique","Les Sorinières","La Maillardière","La Maillardière",,,,"Carex sylvatica Huds."
"Figureau",127,"Cyperaceae",1,1387,"Carex","sylvatica",25/05/1978,"Huds.","1387_FIGUREAU_1 ; 1387_FIGUREAU_2",,3,"plante entière + inflorescence + infrutescence","complet","TB",44,"Loire-Atlantique","Legé","Forêt de Touvois","Forêt de Touvois","Sous-bois fermé humide",,"les spécimens sont distribués sur 2 feuillets","Carex sylvatica Huds."
"Diard",127,"Cyperaceae",1,1388,"Carex","strigosa","06/06/1870","Huds.","1388_DIARD",,7,"plante entière + infrutescence","complet","B",44,"Loire-Atlantique","Carquefou","La Seilleraye","La Seilleraie",,,,"Carex strigosa Huds."
"Diard",127,"Cyperaceae",1,1389,"Carex","pendula","05/1869","Huds.","1389_DIARD",,1,"tige + infrutescence","complet","B",44,"Loire-Atlantique","St-Jean-de-Boiseau",,"St Jean de Boiseau",,"Carex maxima _ Mr Migault",,"Carex pendula Huds."
"Diard",127,"Cyperaceae",1,1390,"Carex","pseudo-cyperus","07/06/1868","L.","1390_DIARD",,1,"tige + infrutescence","complet","B",44,"Loire-Atlantique","Machecoul",,"Machecoul",,,,"Carex pseudo-cyperus L."
"Diard",127,"Cyperaceae",1,1392,"Carex","panicea","14/05/1871","L.","1392_DIARD",,1,"plante entière + infrutescence","complet","TB",44,"Loire-Atlantique","Carquefou","La Seilleraye","La Seilleraie",,,"le cartel est endommagé, rendant la lecture de l'année de collecte impossible ; toutefois, le lieu de collecte laisse supposer une récolte concomitante à celle de la part 1393__DIARD","Carex panicea L."
"Diard",127,"Cyperaceae",1,1393,"Carex","vesicaria","14/05/1871","L.","1393_DIARD_1 ; 1393_DIARD_2 ; 1393_DIARD_3",,5,"plante entière + feuille + infrutescence","complet","B",44,"Loire-Atlantique","Carquefou","La Seilleraye","La Seilleraie",,,,"Carex vesicaria L."
"Diard",127,"Cyperaceae",1,1394,"Carex","rostrata","05/07/1868","Stokes","1394_(1)_DIARD_1 ; 1394_(1)_DIARD_2",,4,"tige + infrutescence","complet","B",44,"Loire-Atlantique","La Chapelle-sur-Erdre",,"La Verrière",,"Carex ampullacea",,"Carex rostrata Stokes"
"Diard",127,"Cyperaceae",1,1394,"Carex","rostrata","14/06/1870","Stokes","1394_(2)_DIARD_1 ; 1394_(2)_DIARD_2",,1,"tige + infrutescence","complet","B",44,"Loire-Atlantique","Nort-sur-Erdre","La Poupinière","La Sopinière",,"Carex ampullacea",,"Carex rostrata Stokes"
"Diard",127,"Cyperaceae",1,1395,"Carex","riparia","25/04/1869","Curt.","1395_DIARD",,4,"tige + feuille + infrutescence","complet","B",44,"Loire-Atlantique","La-Chapelle-Heulin","Les Cléons","Les Cléons",,,,"Carex riparia Curt."
"Diard",127,"Cyperaceae",1,1396,"Carex","nutans","29/05/1871","Host.","1396_DIARD",,1,"tige + infrutescence","complet","B",44,"Loire-Atlantique","Ancenis","La grée","Marais de Grée",,,,"Carex nutans Host."
"Diard",127,"Cyperaceae",1,1397,"Carex","acutiformis","07/06/1868","Ehrh.","1397_DIARD",,2,"tige + infrutescence","complet","B",44,"Loire-Atlantique","Machecoul",,"Machecoul",,"Carex paludosa",,"Carex acutiformis Ehrh."
"Diard",127,"Cyperaceae",1,1398,"Carex","glauca","17/05/1869","Murr.","1398_DIARD",,3,"plante entière + infrutescence","complet","B",44,"Loire-Atlantique","St Nazaire",,"St Nazaire",,,,"Carex glauca Murr."
"Figureau",127,"Cyperaceae",1,1398,"Carex","glauca",25/05/1978,"Murr.","1398_FIGUREAU",,4,"plante entière + tige + inflorescence","complet","TB",44,"Loire-Atlantique","Legé","Forêt de Touvois","Forêt de Touvois","Lisière des bois calc.",,,"Carex glauca Murr."
"Diard",127,"Cyperaceae",1,1399,"Carex","hirta","05/07/1868","L.","1399_DIARD",,4,"plante entière + infrutescence","complet","B",44,"Loire-Atlantique","La Chapelle-sur-Erdre",,"La Verrière",,,,"Carex hirta L."
"Figureau",127,"Cyperaceae",1,1399,"Carex","hirta",25/05/1973,"L.","1399_FIGUREAU",,2,"plante entière + tige + inflorescence","complet","TB",44,"Loire-Atlantique","Nantes","Le Grand Blottereau","Grand Blottereau","Allée sableuse humide",,,"Carex hirta L."
"Diard",127,"Cyperaceae",1,1400,"Carex","lasiocarpa","14/06/1870","Ehrh.","1400_(1)_DIARD",,1,"plante entière + inflorescence","complet","B",44,"Loire-Atlantique","Nort-sur-Erdre","La Poupinière","Marais de la Sopinière",,"Carex filiformis",,"Carex lasiocarpa Ehrh."
"Diard",127,"Cyperaceae",1,1400,"Carex","lasiocarpa","23/05/1875","Ehrh.","1400_(2)_DIARD",,2,"plante entière + inflorescence + infrutescence","complet","B",44,"Loire-Atlantique","Nort-sur-Erdre","Quiheix","Marais de Quiheix",,"Carex filiformis",,"Carex lasiocarpa Ehrh."
"Diard",127,"Cyperaceae",1,1401,"Carex","caryophyllea","05/869","Latourr.","1401_DIARD",,1,"plante entière + infrutescence","complet","B",44,"Loire-Atlantique","St-Herblain","La Bouvardière","La Bouvardière",,"Carex prœcox",,"Carex caryophyllea Latourr."
"Diard",127,"Cyperaceae",1,1402,"Carex","pilulifera","25/05/1874","L.","1402_DIARD",,4,"plante entière + inflorescence + infrutescence","complet","B",44,"Loire Atlantique","Vallet","Le Pallet","Boischaudeau sur la Sanguèse",,,,"Carex pilulifera L."
"Diard",127,"Cyperaceae",1,1404,"Carex","divisa","17/05/1869","Huds.","1404_DIARD",,4,"plante entière + infrutescence","complet","B",44,"Loire-Atlantique","St Nazaire",,"St Nazaire",,,,"Carex divisa Huds."
"Diard",127,"Cyperaceae",1,1405,"Carex","disticha","23/05/1880","Huds.","1405_DIARD",,6,"plante entière + inflorescence","complet","B",44,"Loire-Atlantique","Sautron",,"Sautron",,,,"Carex disticha Huds."
"Diard",127,"Cyperaceae",1,1406,"Carex","arenaria","17/05/1869","L.","1406_DIARD_1 ; 1406_DIARD_2",,7,"plante entière + inflorescence","complet","B",44,"Loire-Atlantique","St Nazaire",,"St Nazaire",,,,"Carex arenaria L."
"Figureau",127,"Cyperaceae",1,1406,"Carex","arenaria",10/05/1979,"L.","1406_FIGUREAU",,4,"plante entière + tige + inflorescence","complet","B",44,"Loire-Atlantique","La Turballe",,"La Turballe","Dunes mobiles",,,"Carex arenaria L."
"Diard",127,"Cyperaceae",1,1407,"Carex","ligerica","27/06/1869","Gay","1407_DIARD",,5,"plante entière + inflorescence","complet","B",44,"Loire-Atlantique","La-Chapelle-Basse-Mer","La-Pierre-Percée","Pierre Percée",,"Carex ligerina",,"Carex ligerica Gay"
"Diard",127,"Cyperaceae",1,1408,"Carex","schreberi","07/04/1872","Schrank","1408_DIARD_1 ; 1408_DIARD_2",,5,"plante entière + inflorescence + infrutescence","complet","B",44,"Loire-Atlantique","Nantes","Prairie de Mauves","Prairie de Mauves",,,,"Carex Schreberi Schrank"
"Diard",127,"Cyperaceae",1,1409,"Carex","paniculata","05/07/1868","L.","1409_(1)_DIARD_1 ; 1409_(1)_DIARD_2",,3,"plante entière + feuille + infrutescence","complet","B",44,"Loire-Atlantique","La Chapelle-sur-Erdre",,"La Verrière",,,,"Carex paniculata L."
"Diard",127,"Cyperaceae",1,1409,"Carex","paniculata","14/06/1870","L.","1409_(2)_DIARD_1 ; 1409_(2)_DIARD_2",,1,"plante entière + infrutescence","complet","B",44,"Loire-Atlantique","Nort-sur-Erdre","La Poupinière","La Paupinière",,,,"Carex paniculata L."
"Diard",127,"Cyperaceae",1,1411,"Carex","vulpina","23/05/1869","L.","1411_DIARD",,4,"plante entière + tige + infrutescence","complet","B",44,"Loire-Atlantique","Le Loroux-Bottereau","St Julien-de-Concelles","Marais de St Julien",,,,"Carex vulpina L."
"Figureau",127,"Cyperaceae",1,1412,"Carex","subvulpina",21/05/1981,"P. Senay","1412_FIGUREAU",,4,"plante entière + tige + inflorescence","complet","TB",44,"Loire-Atlantique","Bourgneuf-en-Retz","Le Collet","Le Collet","Dépression marécageuse des dunes",,,"Carex subvulpina P. Senay"
"Diard",127,"Cyperaceae",1,1413,"Carex","spicata","17/05/1869","L.","1413_DIARD",,5,"plante entière + partie aérienne + infrutescence","complet","B",44,"Loire-Atlantique","St Nazaire",,"St Nazaire",,"Carex muricata",,"Carex spicata L."
"Diard",127,"Cyperaceae",1,1415,"Carex","divulsa","05/1869","Good.","1415_DIARD",,1,"plante entière + infrutescence","complet","B",44,"Loire-Atlantique","Malville",,"Malville",,,,"Carex divulsa Good."
"Diard",127,"Cyperaceae",1,1416,"Carex","elongata","18/05/1873","L.","1416_DIARD_1 ; 1416_DIARD_2",,7,"plante entière + tige + infrutescence","complet","B",44,"Loire-Atlantique","La Chapelle-sur-Erdre",,"Marais de la Verrière",,,,"Carex elongata L."
